#Word;Pleasantness;Activation;Imagery
jugar a las cartas;2.2857;1.2500;2.6
jugar al golf;2.0000;2.2857;3.0
jugar a los bolos;1.5000;1.8889;3.0
jugar a los naipes;2.5556;2.7778;1.8
jugar a naipes;2.2857;1.2500;2.6
jugar con;2.07145;2.39285;2.0
jugar contra;2.5556;2.7778;1.8
jugar de;2.5556;2.7778;1.8
jugar en;1.5000;1.8889;3.0
jugarse;2.08996666667;2.13426666667;1.46666666667
jugo;1.94286666667;1.51213333333;2.93333333333
juicio;1.9580375;1.8425625;1.6
juicioso;2.6667;1.8000;1.2
junco;1.4286;2.3333;2.0
jungla;2.0000;2.0000;3.0
júnior;1.8333;1.6000;1.8
junta;1.68928;1.75428;2.48
junta de directores;1.7500;1.9091;1.8
juntado;2.2222;1.7273;1.4
juntar;2.16556666667;1.72518333333;2.26666666667
juntar a;1.8;1.48865;2.7
juntar íntimamente;2.45;1.6528;2.8
juntar los picos;1.7778;1.6364;3.0
juntarse;2.0611;1.9053;1.5
juntarse con;1.6746;1.4375;2.0
junto;2.3000;1.5000;2.2
junto a;1.3333;1.6667;1.0
juntura;1.86573333333;1.94243333333;1.8
jurado;1.33333333333;1.4632;2.86666666667
jurisdicción;1.91665;1.65;1.7
jurisprudencia;1.5000;1.3750;1.4
jurista;1.7000;1.7857;3.0
justicia;2.18233333333;2.08721666667;2.16666666667
justificación;1.77936666667;1.76456666667;1.4
justificado;2.2762;1.81816666667;1.4
justificar;1.669125;2.119075;2.25
justo;2.165475;1.663625;1.8
juvenil;2.287875;1.833325;1.95
juvenilmente;1.2857;1.5714;1.8
juventud;2.4091;2.0889;1.7
juzgado;1.5556;1.5833;3.0
juzgar;2.01785;1.83335;2.3
juzgar algo;1.6250;1.6000;1.6
karma;2.5556;2.0000;1.8
kilometraje;1.5000;1.1667;2.2
la;2.2143;1.4722;1.5
labial;2.1250;1.9091;2.6
labio;2.1250;1.9091;2.6
labios;2.2857;2.2000;3.0
labor;1.8096;1.87156666667;2.13333333333
laboral;1.4000;1.6667;2.8
laboratorio;1.5000;1.5833;3.0
laborioso;1.5000;2.1667;1.4
laborismo;1.4000;1.6667;2.8
labrador;2.0000;1.7273;3.0
labranza;2.1000;2.3636;2.4
labrar;2.07308;1.83532;2.36
labrar con herramienta;1.7500;1.6667;3.0
laca;1.8571;1.9091;3.0
lacerar;1.1250;2.5000;2.8
lacra;1.4125;1.2857;3.0
lacrar;2.3750;1.5714;2.8
lactancia;2.3636;2.7273;1.8
lácteo;2.0000;1.8182;2.8
ladear;1.83333333333;1.65093333333;2.46666666667
ladearse;1.82145;1.5875;2.2
ladera;1.88313333333;1.66666666667;2.66666666667
la de ustedes;1.8000;1.7778;1.2
ladino;2.8000;1.6667;1.2
lado;1.7216;1.371825;2.4
lado débil;1.3333;1.7500;1.6
ladrar;1.64285;1.7625;2.65
ladrido;1.66665;1.5625;2.9
ladrillo;1.5556;1.4000;3.0
ladrón;1.5714;1.8000;2.4
la gente joven;3.0000;1.8333;2.0
lago;1.8571;1.9091;3.0
lagotero;2.3333;2.2857;1.4
lágrima;1.20535;2.25;2.7
lágrimas;1.1538;2.4167;2.8
lagrimear;2.5000;1.7143;3.0
laguna;1.66033333333;1.4778;2.46666666667
laico;2.0;1.5278;2.2
lama;1.73375;1.4921;2.6
lamedura;1.4000;1.2222;2.4
lamentar fúnebre;2.5000;1.7857;1.0
lamer;1.4000;1.2222;2.4
lametada;1.4000;1.2222;2.4
lametazo;1.8571;2.4545;2.6
lámina;1.6278;1.5;3.0
laminación;2.0000;2.6667;2.6
laminar;1.7778;1.8889;2.2
lámpara;1.828575;1.404275;3.0
lana;2.35555;1.825;2.5
lance;1.58333333333;2.1852;2.53333333333
lancha;2.125;2.07575;2.8
lancha de motor;1.8750;2.3750;2.8
languidecer;1.58096666667;1.42063333333;2.93333333333
la nuestra;2.0000;1.6250;1.8
lanzada;1.8889;2.4286;1.6
lanzador;1.8571;2.2857;3.0
lanzamiento;1.7579375;2.3539625;2.525
lanzamiento en paracaídas;1.6250;2.8750;3.0
lanzar;1.816175;2.02985;2.1375
lanzar con paracaídas;2.2308;2.3846;3.0
lanzarse;1.3884;2.194425;2.65
lanzarse a;2.1429;2.5000;1.2
lápida;1.8333;1.4000;3.0
lápida sepulcral;1.0909;1.7778;2.4
lápiz;1.7000;1.4000;3.0
lápiz labial;2.3750;1.8182;2.8
lapo;1.45;1.9841;2.2
lapso;1.8000;1.5000;1.2
lardo;1.1250;1.3333;3.0
lardón;1.2857;2.5556;2.8
larga;1.5;1.53335;1.3
largamente;1.7143;1.4000;2.0
largar;2.20835;2.16665;2.1
largo;1.57143333333;1.4889;1.53333333333
largo tiempo;1.7143;1.4000;2.0
larguero;2.55845;1.8;1.6
las;1.5714;1.4000;1.6
lasca;1.7273;1.7273;2.6
las nuestras;2.0000;1.6250;1.8
lástima;1.27275;1.60225;1.5
lastimado;1.4643;2.05555;2.3
lastimar;1.1000;2.5455;2.0
lastre;1.8000;1.4444;3.0
lata;1.3225;1.69696666667;2.4
lateral;1.6364;1.5000;2.4
latido;1.4111;2.2512;2.06666666667
la tierra;2.2857;1.6667;2.8
látigo;1.3373;1.996725;2.55
latir;1.3333;2.1250;1.4
latir a ritmo acelerado;2.2222;2.5000;2.4
latón;1.6250;1.4444;3.0
latrocinio;1.3636;2.4545;2.8
laurel;2.3333;1.1250;2.8
lauro;2.8889;2.4444;1.2
lavabo;1.464275;1.70535;2.75
lavado;1.83335;2.07145;2.7
lavar;1.6667;2.0000;2.8
lavar con batea;1.3750;1.2500;3.0
lavar la ropa;1.6667;2.0000;2.8
lavarse;1.6667;2.0000;2.8
lavazas;1.6667;2.0000;2.8
laya;1.7000;1.5556;3.0
lazarse;1.0000;2.5714;2.8
lazo;1.709525;1.530775;2.4
lazo vínculo;1.9167;1.7692;1.6
le;2.0688;1.4663;1.73333333333
leal;2.34285;2.1875;1.7
lealtad;2.5875;1.9091;1.3
lección;1.94246666667;1.82073333333;2.26666666667
leche;2.2;2.0;2.4
lechería;2.0000;1.8182;2.8
lechero;2.0000;1.8182;2.8
lecho;2.3750;1.7000;3.0
lector;2.0000;1.8333;2.0
lectores;2.05;2.3;2.8
lectura;2.2143;2.1875;2.2
leer;2.10535;1.86905;1.95
legado;1.7500;1.5000;2.2
legajo;1.6667;1.6000;2.0
legar;1.91665;1.65;1.8
legislación;1.4000;1.4444;1.0
legislador;1.3750;1.6667;1.6
legislatura;1.5000;1.5000;1.2
legitimar;1.7143;1.4545;1.0
legítimo;3.0000;2.0000;1.4
lego;2.0000;1.5556;2.6
legua;1.8750;1.7500;2.6
legumbres;2.4000;1.7500;3.0
leído;2.625;2.17145;2.1
lejanía;1.4444;1.4444;1.8
lejano;1.5000;1.6667;2.2
lejos;1.75;1.50895;2.0
lema;1.95455;1.75;2.2
leña;1.7515;1.40625;2.75
leñador;1.9167;2.0909;2.6
leña menuda;2.0000;1.6000;2.4
lengua;1.89388;1.9627;2.16
lenguaje;1.88;2.02936;1.52
lengüeta;2.03703333333;1.5909;2.53333333333
lengüetada;1.4000;1.2222;2.4
leño;1.5714;1.4000;3.0
lentamente;1.1111;1.4000;2.2
lente;1.7143;1.5455;3.0
lentes;1.5556;1.3333;2.8
lento;1.5682;2.125;1.4
león;1.5000;2.1667;3.0
lerdo;1.625;1.83335;1.9
les;1.85715;1.45;1.4
lesión;1.416;1.94536666667;2.46666666667
lesionado;1.5000;2.0000;2.2
letra;1.8741;1.5099;2.55
letra cursiva;2.1250;1.5714;2.2
letra de cambio;1.7273;2.0000;2.4
letra de imprenta;2.1000;2.0000;2.0
letra de una canción;2.2500;1.4545;1.8
letrado;1.85;2.09285;2.3
letra inicial;1.9000;1.3333;1.4
letras;2.25;1.6722;2.9
letras de imprenta;1.2857;1.8571;2.0
letras de molde;1.5556;2.1111;2.2
letrero;1.583925;1.6468;2.3
leucemia;1.4000;1.6429;2.0
leva;1.7273;2.0000;2.4
levantada;1.1250;2.1250;2.4
levantamiento;1.7;2.22225;2.2
levantar;1.95638;2.07492;2.09333333333
levantar actas;1.7143;1.4286;1.8
levantar el plano de;2.0000;1.5385;2.8
levantar en brazos;1.4000;1.7778;2.6
levantarse;2.01203333333;2.10476666667;2.1
levante;1.9167;1.7500;2.0
levar;1.8269;2.04395;1.4
levar por fuerza;1.1250;2.1250;2.4
leve;1.55833333333;1.43146666667;2.0
levedad;1.64285;1.81815;2.1
levita roja;2.3000;1.6000;3.0
ley;1.64286666667;1.8139;1.8
leyenda;1.66665;1.5635;2.1
liar;1.8264;1.83335;2.3
liberación;2.28283333333;2.35186666667;2.33333333333
liberal;1.29165;1.79465;1.4
liberalismo;1.8333;1.9000;1.2
liberar;1.6364;1.5714;2.0
liberar de cadenas;1.6364;1.5714;2.0
liberar de prisión;1.6364;1.5714;2.0
liberarse;1.2;2.2197;2.4
libertad;2.34668;2.02158;1.72
libertar;2.33335;2.2778;2.3
libertinaje;2.0000;1.6000;2.8
libertino;1.6667;2.1429;2.6
libra;1.7125;1.6;2.0
libranza;1.5000;1.9000;2.0
librar;1.6111;2.2328;2.86666666667
librarse de;1.7500;2.0000;3.0
libre;1.74116;1.7004;1.6
libreta de identidad;2.2857;1.2500;2.6
libro;2.0000;1.5556;3.0
libro de bolsillo;2.0000;1.6364;3.0
libro de caballerías;2.5556;2.4444;2.4
libro de lectura;2.0000;1.8333;2.0
libro de texto;1.7000;1.6250;3.0
libro en rústica;2.0000;1.6364;3.0
libro eterno;2.0000;1.8571;1.4
libros;2.2000;1.6364;3.0
licencia;1.98095714286;1.90687142857;2.14285714286
licenciado;3.0000;2.7143;2.6
licenciamiento;2.10415;2.3654;1.8
licenciar;1.66665;1.9154;1.9
licenciatura;2.00835;1.96155;2.1
licencioso;1.6364;1.5714;2.0
licor;2.5556;2.1250;1.8
licor espiritoso;2.2000;2.3750;2.4
licoroso;2.1250;2.1667;2.0
lid;1.3333;2.5714;3.0
líder;1.975;1.9375;2.4
liderato;2.07145;2.06565;1.6
liderazgo;2.0000;2.2222;1.0
lidiar;1.3333;2.5714;3.0
lienzo;1.35713333333;1.3386;2.66666666667
liga;1.8639;1.58238;2.56
ligado;1.5000;2.0000;1.2
ligadura;1.9167;1.7692;1.6
ligamiento;1.9167;1.7692;1.6
ligar;1.3287;2.39286666667;2.6
ligereza;1.8571;1.3636;1.2
ligero;2.05097142857;1.86578571429;1.88571428571
lijar;2.3333;1.5000;2.8
lima;1.9167;1.5;2.5
limar;1.6667;1.6000;2.0
limitación;1.2500;1.3750;1.6
limitar;1.40476666667;1.3492;2.2
limitarse;1.5000;1.3333;1.4
límite;1.48385714286;1.48028571429;1.94285714286
límites;1.33335;1.8095;1.3
limón;1.8571;1.6364;3.0
limonada;1.8571;1.6364;3.0
limonero;1.8571;1.6364;3.0
limpia;2.0000;2.0909;2.4
limpiabotas;1.7143;1.7500;3.0
limpiadura;1.63333333333;2.0197;2.26666666667
limpiar;1.7065875;1.747225;2.35
limpiarse;1.6667;2.0000;2.8
limpieza;1.98096666667;2.07793333333;2.0
limpio;2.221275;1.7112;2.3
limpión;1.45;1.9841;2.2
linaje;1.7768;1.93635;2.7
lindar;2.5278;1.9375;2.0
lindo;2.2155;1.61665;1.85
línea;1.90668888889;1.68858888889;2.13333333333
línea de ferrocarril;1.9375;1.83335;2.8
línea de llegada;1.73335;1.4222;2.5
línea del vector;1.5556;1.8750;1.6
línea de salida;1.73335;1.4222;2.5
línea horizontal;2.6667;1.3636;2.6
líneas;2.04545;1.6667;2.9
lingote;1.2778;1.2909;2.7
lingüista;1.55;1.41665;1.0
linterna;1.48215;1.26135;3.0
lío;1.746525;1.77085;2.5
liquidación;2.28161666667;1.53715;2.1
liquidar;1.8889;1.38885;1.7
líquido;1.74076666667;1.63806666667;2.6
lírica;2.125;1.5606;2.0
lisiado;1.4643;2.05555;2.3
liso;1.4875;1.08335;2.8
lisonjear;2.3750;2.2222;2.4
lisonjero;2.3333;2.2857;1.4
lista;1.78726666667;1.53161111111;2.62222222222
lista de candidatos;1.97855;1.6528;2.5
lista de componentes;2.0000;1.4286;1.8
listado;1.5714;1.2000;2.4
listar;1.5714;1.2000;2.4
listo;2.31572;1.87334;2.04
listón;2.2222;1.7222;2.7
litera;1.5;1.5635;2.0
literal;1.6667;1.3333;1.2
literario;1.8889;1.5000;1.0
literato;1.8000;1.2500;2.6
literatura;2.2857;1.8000;1.8
litigación;1.5000;2.0000;1.4
litigio;1.5000;2.0000;1.4
litoral;1.6667;1.1667;2.6
liviano;1.8000;1.4444;3.0
livianos;1.6667;1.3333;3.0
liza;1.8095;1.6111;2.1
llagar;1.4444;1.6250;2.4
llama;1.7143;1.8750;2.8
llamada;1.88334;2.04166666667;2.21333333333
llamada a filas;1.7273;2.0000;2.4
llamada a gritos;1.7500;1.7500;2.0
llamamiento;1.86192;2.09826;1.52
llamamiento a;2.3000;1.9091;1.2
llamamiento capital;2.0000;2.1818;2.2
llamar;1.81806;1.94282;1.98
llamar a;1.7500;1.7500;2.0
llamar a gritos;1.7500;1.7500;2.0
llamar a la puerta;1.5000;1.8750;2.8
llamar al servicio militar;1.7273;2.0000;2.4
llamar la atención sobre;1.2222;2.71425;1.7
llamar por teléfono;2.00895;2.1375;2.8
llamas;1.7500;1.6667;3.0
llamativo;1.51665;2.47115;1.8
llamear;1.7143;1.8750;2.8
llanear;1.6667;1.1667;2.6
llanero;1.8750;1.8182;3.0
llaneza;2.0000;1.5714;1.0
llano;1.552075;1.420625;2.2
llanta;1.4643;1.98335;3.0
llanta cubierta;1.4643;1.98335;3.0
llanto;1.4286;2.7000;2.8
llanura;1.8381;1.90006666667;2.26666666667
llave;1.61828;1.60332;2.6
llegada;1.85867142857;1.92647142857;1.85714285714
llegada a cobertura;1.8571;1.5000;1.8
llegada de prisa;1.8000;2.1818;1.0
llegado;1.8333;1.5000;2.4
llegado de comunismo;1.2000;2.0909;2.0
llegar;1.9866;2.075;2.35
llegar a;2.24605;1.774325;1.95
llegar a formar parte de;2.2222;1.7273;1.4
llegar al máximo;1.8571;2.1429;2.6
llegar antes que;1.3333;2.1250;1.4
llegar a oír;1.8750;2.2500;2.8
llegar a saberse;1.2;2.2197;2.4
llegar a un clímax;2.3000;2.7000;1.6
llegar a un orgasmo;2.3000;2.7000;1.6
llegar en tercer lugar;2.2500;1.6667;2.2
llegar en vacío;1.3333;1.1250;1.8
llegar hasta;2.5278;1.9375;2.0
llenado;1.7500;1.6667;2.2
llenar;1.56096666667;1.6598;2.43333333333
llenar de partidarios;1.4444;2.4444;2.2
llenarse de agujeros;1.6250;1.2500;2.6
lleno;2.10186666667;2.03703333333;1.86666666667
lleno de;2.6667;2.5000;2.4
lleno de emoción;2.1250;2.1667;2.0
lleno de esperanzas;2.5714;1.7778;1.8
lleno de vida;2.3333;2.6667;1.0
llevar;1.80129565217;2.03598695652;2.33913043478
llevar a cabo;1.6667;1.6667;1.0
llevar al hombro;1.6000;1.4286;2.4
llevar a paseo;2.0000;2.1250;3.0
llevar a remolque;1.4286;2.3333;2.0
llevar arrastrado;1.1818;2.0909;2.6
llevar a un punto muerto;1.6000;1.4545;2.0
llevar consigo;1.4286;2.3333;2.0
llevar de paseo;2.6250;3.0000;3.0
llevar en autobús;1.7273;1.8333;3.0
llevar encima;1.4018;2.00695;2.3
llevar en coche;2.1111;2.4444;2.6
llevar en hombros;1.4000;1.5000;2.8
llevar en manada;1.8889;1.3636;2.4
llevar en taxi;1.6364;1.7778;3.0
llevar implícito;1.4018;2.00695;2.3
llevar rápidamente;1.4286;2.3333;2.0
llevarse;2.33335;2.2778;2.3
llorar;1.9643;2.05715;3.0
lloriquear;1.2500;2.1429;2.0
lloro;1.4286;2.4000;3.0
llover;1.9074;2.19443333333;2.53333333333
lloviznar;2.1429;2.3333;2.6
lluvia;2.00636;1.80666;2.56
lluvioso;2.1429;2.3333;2.4
lo;1.7778;1.4545;2.2
lo alto;2.1000;2.0000;2.2
loar;2.7143;2.2857;1.4
loba;1.0000;1.7500;2.6
lobby;1.9000;1.5385;2.8
lóbrego;1.4444;1.5000;3.0
local;1.84345;1.54365;1.7
localidad;1.92198;1.47318;1.96
localización;1.80355;1.5143;1.2
localizado;1.9091;1.6429;1.2
localizar;2.08333333333;2.14286666667;1.8
localizarse;2.0000;1.3333;1.8
loco;1.62458333333;1.66518333333;2.03333333333
locomotora;1.8889;2.4000;3.0
lo contrario;1.6250;1.6250;2.2
lo creado;1.8750;1.8182;3.0
locución;1.8000;1.8000;2.6
locura;1.14285;1.64145;1.5
locutor;1.91916666667;1.9697;2.73333333333
locutorio;1.66665;1.625;2.8
lodazal;1.2857;1.4286;2.4
lodo;1.5;1.4643;2.7
lodoso;1.0000;1.4000;2.2
lo escogido;2.1111;1.7778;1.0
lo esencial;2.0000;1.1250;1.8
log;1.5714;1.4000;3.0
logaritmo;1.5714;1.4000;3.0
logia;2.1250;2.0000;3.0
lógica;1.5714;1.6000;1.0
lógico;2.0000;1.4545;1.0
logrado;2.6000;1.6667;1.2
lograr;2.21451111111;1.8616;2.15555555556
lograr leer;2.625;2.17145;2.1
lograr por fuerza de voluntad;1.8333;1.4000;1.0
logro;2.7500;2.7143;2.2
lo hecho;1.8750;1.8182;3.0
lo importante;2.3333;1.3000;1.6
loma;1.72855;1.6032;2.7
lo más hondo;2.0000;1.3333;1.8
lo más reñido;1.7500;1.5000;2.4
lo mejor;2.1000;2.0000;2.2
lo menos;1.3750;1.3333;1.0
lomera;2.0000;1.7273;2.6
lomo;1.9621;1.5375;2.6
lona;1.5000;1.4444;2.4
longitud;1.5;1.53335;1.3
lonja;1.87532;1.87428;2.68
lontananza;2.1429;1.2222;2.6
lo nuestro;2.0000;1.6250;1.8
lo opuesto;1.5714;1.4000;3.0
lo que merece uno;1.4545;1.4545;1.8
loquero;1.2857;1.5556;1.0
lord;2.2222;1.8333;2.4
lo real;3.0000;2.0000;1.4
lo romántico;2.5556;2.4444;2.4
los;1.5714;1.4000;1.6
los dos;1.625;1.4444;1.0
los nuestros;2.0000;1.6250;1.8
lote;1.84556;1.6811;2.08
lotería;3.0000;2.1429;2.4
lotería clandestina;1.7000;1.6000;1.6
lubricar;1.5714;1.5714;2.6
lubrificar;1.5714;1.5714;2.6
luces;1.7500;1.6667;3.0
luces de tráfico;1.8000;1.4444;3.0
lucha;1.44746;2.41428;2.72
luchador;1.25;2.35415;2.1
luchar;1.36665;2.2857;2.6
luchar contra;1.145825;2.67945;2.8
luchar por;2.2857;2.0000;2.0
lucidez;2.2857;1.7143;1.2
lúcido;2.2727;1.9091;2.0
lucio;1.6667;1.5556;2.6
lucio joven;1.6667;1.2500;2.0
lucir;2.09;2.16778;2.04
lucir joyas;1.9167;2.1818;1.8
lucro;2.6667;1.7778;1.8
ludir;1.8750;2.2500;2.8
lugar;1.91199;1.77028;2.2
lugar cerrado;2.0000;1.2000;3.0
lugar de cita;2.1111;1.4000;3.0
lugar de descanso;2.1111;1.4000;3.0
lugar de encuentro;2.1111;1.4000;3.0
lugar de esconderse;1.6250;1.2727;3.0
lugar de ocultarse;1.6250;1.2727;3.0
lugar de reposo;2.1111;1.4000;3.0
lugar de reunión;2.0000;1.3750;3.0
lugareño;1.9091;1.6429;1.2
lugarteniente;1.64603333333;1.65456666667;2.73333333333
lugar vacío;1.44945;1.275;1.1
lúgubre;1.4444;1.5000;3.0
lujo;2.6667;1.4444;2.0
lujoso;2.6000;2.1818;2.4
lumbre;1.79643333333;2.01386666667;2.93333333333
lumbrera;1.6250;1.5000;2.6
luminosidad;2.0952;1.5818;1.8
luna;2.2778;1.486125;2.55
luna de miel;2.6667;2.1250;2.4
lunar;1.75;1.775;2.9
luneta;1.9131;1.5099;2.86666666667
lupa;1.7143;1.5455;3.0
lustrar;1.6667;1.3333;2.0
lustre;1.83335;1.51665;2.1
luto;2.0000;1.8750;2.6
luz;2.34603333333;1.60846666667;2.66666666667
luz de cabeza;1.8571;1.7143;2.8
luz de día;2.6667;1.6667;3.0
luz de la luna;2.7500;1.0000;2.8
luz delantera;1.8571;1.7143;2.8
luz del sol;2.5000;1.3333;2.6
luz de naturaleza;2.6667;1.6667;3.0
luz diario;2.6667;1.6667;3.0
luz natural;2.6667;1.6667;3.0
luz principal;1.8571;1.7143;2.8
macaco;2.5000;1.7143;1.6
machacar;1.7125;1.6;2.0
machar;1.3333;1.4286;2.6
macho;1.75777142857;1.78445714286;2.65714285714
macho cabrío;1.4286;1.8750;2.2
macizo;2.125;1.7591;2.4
madeja;1.74445;1.6;1.8
madera;1.8625;1.4643;2.3
madera de pino;1.7778;2.3000;2.0
maderas;1.6000;1.2500;2.8
madero;1.50156666667;1.5;2.46666666667
maderos;1.6000;1.2500;2.8
madre;2.4861;1.489575;2.85
madriguera;1.82856;1.50034;2.44
madrugada;2.1667;1.4444;2.6
madurar;2.40596666667;1.47143333333;1.73333333333
madurez;2.0000;1.6250;1.2
maestría;2.2125;1.86805;1.1
maestro;1.89233333333;1.78975;2.2
maestro de ceremonias;1.6667;1.5556;2.6
magia;2.6667;2.5833;2.2
magistrado;1.7778;2.1111;2.8
magnífico;2.44443333333;1.8651;2.4
magnitud;1.58886666667;1.54213333333;1.2
magro;1.5000;1.3750;2.2
maíz;2.0000;1.6429;3.0
majaderías;1.1818;1.8182;1.2
majadero;2.5000;1.7143;1.6
majar;1.7125;1.6;2.0
majestad;2.8000;2.0769;2.8
mal;1.46273076923;1.91315384615;2.01538461538
mala cara;1.3750;1.7500;2.2
mala hierba;1.8889;1.5000;2.4
mala leche;1.5000;2.1250;2.6
mala lengua;1.3611;2.41665;1.6
mala suerte;1.0000;1.7500;2.2
malcontento;1.2222;1.4167;1.0
maldad;1.8750;2.4444;2.8
maldecir;1.325;2.0284;1.7
mal de piedra;1.8333;1.4000;3.0
maldición;1.2500;2.1818;2.2
maldita;2.4444;2.0000;3.0
maldito;1.8875;2.3375;2.0
malear;1.5000;2.2222;2.8
malentendido;1.1250;1.8750;1.2
maleta;1.575;1.53435;2.4
maletero;1.6000;2.0000;3.0
maletín;1.8333;2.3333;2.8
malevolencia;1.1667;2.6000;1.2
maleza;1.7143;1.6250;3.0
malgastar;1.0000;2.2000;1.8
mal genio;1.2143;2.5000;2.6
malhecho;1.4375;2.49495;2.4
mal humor;1.3000;1.5000;1.8
malhumorado;1.5000;2.1667;2.0
malicioso;1.3750;1.7500;1.4
malla;1.89353333333;1.74073333333;2.53333333333
malo;1.48048333333;1.80855;1.9
malograr;1.22725;2.1;1.8
malograrse;1.0;1.8091;1.4
malogro;1.05555;1.9127;2.5
malparto;1.1111;2.1111;2.8
maltratar;1.4286;2.5000;3.0
mal trato;1.4286;2.5000;3.0
maltrecho;1.5000;2.0000;2.2
malucho;1.0909;1.5455;1.2
malvado;1.6250;1.8333;2.0
malversación;1.4286;1.4000;1.6
mamá;2.2889;1.47776666667;2.6
mamarracho;1.50625;1.76875;2.1
mamola;1.4167;1.8333;1.8
mampostear;1.3750;1.6250;2.0
mana;1.5714;1.4444;2.8
maña;2.16965;1.9722;1.2
manada;1.726175;1.94645;2.3
manager;1.5000;1.8182;2.4
mañana;1.44906666667;1.64286666667;1.86666666667
mañanero;2.1250;1.5000;2.4
manantial;1.96785;1.772225;2.0
manar;2.049625;1.7375;2.45
mancha;1.68055;1.68125;2.6
mancha de orín;1.2857;1.2857;2.6
manchar;1.66928333333;1.78471666667;2.66666666667
mancharse;1.2222;1.8000;2.4
mancomunado;1.5000;1.6000;2.8
mancomunar;2.22725;1.7091;2.3
mancomunarse;1.6667;1.4286;2.0
mancomunidad;2.24673333333;1.65153333333;2.33333333333
mandadero;1.4000;2.0000;2.4
mandado;1.71945;1.663625;1.8
mandados;1.8333;1.7143;1.6
mandamiento;1.45633333333;2.03396666667;1.8
mandamiento judicial;1.5714;2.1667;1.6
mandar;1.71908888889;1.86525555556;2.08888888889
mandar al otro mundo;1.0000;2.2000;1.8
mandar como señor;2.2222;1.8333;2.4
mandar despóticamente;2.2222;1.8333;2.4
mandar hacer ejercicios sobre;1.8000;2.0000;1.6
mandar llamar por el botones;1.3333;1.6667;3.0
mandar por ferrocarril;1.8375;1.6667;2.6
mandar un castigo a;2.5278;2.0375;1.6
mandatario;1.45835;2.10415;2.6
mandato;1.60476;1.91626;1.84
mandato de arresto;1.5714;1.4286;2.6
mandíbula;1.7000;1.4167;2.6
mando;1.70525;2.097225;1.65
manecilla;1.7143;1.8571;2.8
manejar;1.95475714286;1.99461428571;1.97142857143
manejo;1.7604125;2.2551125;1.975
manera;1.85775;1.6409375;1.65
manera de abordar;1.7778;2.1111;1.6
manera de ser;1.8889;1.6667;1.2
manga;1.635725;1.814975;2.65
manga de ventilación;2.0000;2.2857;2.8
mangar;1.7500;1.5000;2.8
mango;1.65276666667;1.68886666667;2.06666666667
manguito;1.64286666667;1.79166666667;2.0
manguito incandescente;2.2500;1.4286;2.2
manía;1.47223333333;2.26666666667;1.93333333333
maniático;1.37725;2.1364;2.6
manicomio;2.1429;1.3333;2.4
manido;2.2000;2.0000;2.2
manifestación;1.8389;2.21853333333;2.03333333333
manifestado;2.0909;2.1818;2.0
manifestar;2.0375;1.937125;2.1
manifestarse;2.5000;2.4286;2.4
manifiesto;2.4545;1.6364;2.0
manija;1.5000;1.6250;2.0
manilla;2.3750;1.6667;3.0
maniobra;1.6746;2.20633333333;1.86666666667
maniobrar;1.6875;1.74105;1.9
manipulación;1.5000;2.0000;1.6
manipulador;1.7500;1.3333;3.0
manipular;1.8;1.8125;2.5
maniquí;2.25;1.45;2.9
manir;1.1667;2.0000;1.8
manivela;1.88635;1.8625;2.0
mano;2.1106;1.87215;2.13333333333
mano de obra;1.6;1.83335;2.3
mano izquierda;1.7500;1.5000;2.2
manojo;1.66715;1.635425;2.1
manómetro;1.6250;1.6000;1.6
manosear;1.63133333333;1.584;2.66666666667
manoseo;1.5000;2.0000;1.6
manso;1.8750;1.2500;1.6
manta;2.4000;1.2500;3.0
manteca;1.375;1.3333;3.0
mantel;1.7778;1.4444;3.0
mantener;2.2497375;1.695625;1.675
mantener el orden público;1.1429;2.1429;2.6
mantener firme;2.3333;1.8000;1.4
mantenerse;1.62452;1.50838;1.52
mantenerse en vigor;1.8333;2.0;2.5
mantenerse firme;2.45835;1.325;2.3
mantenimiento;1.2857;1.9000;1.8
mantenimiento del orden;1.1429;2.1429;2.6
mantequería;2.0000;1.8182;2.8
mantequilla;1.6250;1.3333;3.0
mantillo;1.2857;1.2857;2.6
manto;2.2500;1.4286;2.2
manual;1.8750;2.1429;2.0
manubrio;1.5000;1.6250;2.0
manufactura;1.7778;2.0000;1.6
manufacturar;1.7778;2.0000;1.6
manufacturero;1.8571;1.9000;2.0
manutención;2.1342;1.83333333333;1.66666666667
manzana;1.4881;1.3222;2.9
mapa;1.7857;1.4121;2.8
maqueta;2.25;1.45;2.9
maquillaje;1.8750;1.7273;2.6
maquillaje de fondo;1.6250;1.3000;2.0
máquina;1.90625;1.935775;2.9
maquinación;1.5833;2.0000;1.8
máquina de escribir;1.7500;1.7143;3.0
máquina de picar;1.2857;2.5714;2.6
máquina fotográfica;1.7500;1.5556;3.0
máquina lectora;2.0000;1.8333;2.0
máquina ordenadora;1.7143;1.7500;3.0
maquinar;1.6923;2.0000;2.0
maquinaria;2.0139;1.79165;2.8
maquinilla de afeitar;1.2500;2.0000;2.8
maquinista;1.85715;1.9375;2.7
mar;2.0833;2.33335;2.8
maraña;1.5;1.5;1.3
maratón;1.5714;2.2000;2.8
maravilla;2.45835;2.14285;2.0
maravillar;2.1667;2.0000;1.0
maravillarse;2.1667;2.0000;1.0
maravillo;2.6000;1.5714;2.4
maravilloso;2.25895;1.89205;1.9
marbete;1.8000;1.4444;2.4
